"EventID" "TrapID" "StartDate" "EndDate" "Sampling.period..days." "NA."
"917" 1549 31 "2005-08-16" "2005-09-05" 20 NA
"918" 1550 31 "2005-09-05" "2005-09-28" 23 NA
"919" 1551 31 "2005-09-28" "2005-10-19" 21 NA
"920" 1552 31 "2005-10-19" "2005-11-21" 33 NA
"921" 1553 31 "2005-11-21" "2006-01-04" 44 NA
"922" 1554 31 "2006-01-04" "2006-01-04" 0 NA
"923" 1555 31 "2006-02-14" "2006-04-03" 48 NA
"924" 1556 31 "2006-04-03" "2006-05-08" 35 NA
"925" 306 32 "2003-07-12" "2003-07-19" 7 NA
"926" 516 32 "2003-07-19" "2003-08-01" 13 NA
"927" 517 32 "2003-08-01" "2003-08-15" 14 NA
"928" 518 32 "2003-08-15" "2003-08-29" 14 NA
"929" 519 32 "2003-08-29" "2003-09-13" 15 NA
"930" 520 32 "2003-09-13" "2003-09-26" 13 NA
"931" 521 32 "2003-09-26" "2003-10-12" 16 NA
"932" 522 32 "2003-10-12" "2003-10-31" 19 NA
"933" 523 32 "2003-10-31" "2003-12-04" 34 NA
"934" 524 32 "2003-12-04" "2004-01-17" 44 NA
"935" 525 32 "2004-01-17" "2004-02-21" 35 NA
"936" 526 32 "2004-02-21" "2004-04-06" 45 NA
"937" 527 32 "2004-04-06" "2004-05-12" 36 NA
"938" 528 32 "2004-05-12" "2004-06-02" 21 NA
"939" 1067 32 "2004-06-02" "2004-06-17" 15 NA
"940" 1068 32 "2004-06-17" "2004-07-02" 15 NA
"941" 1069 32 "2004-07-02" "2004-07-17" 15 NA
"942" 1070 32 "2004-07-17" "2004-07-31" 14 NA
"943" 1071 32 "2004-07-31" "2004-08-14" 14 NA
"944" 1072 32 "2004-08-14" "2004-08-29" 15 NA
"945" 1073 32 "2004-08-29" "2004-09-14" 16 NA
"946" 1074 32 "2004-09-14" "2004-10-05" 21 NA
"947" 1075 32 "2004-10-05" "2004-10-16" 11 NA
"948" 1076 32 "2004-10-16" "2004-11-28" 43 NA
"949" 1077 32 "2004-11-28" "2005-01-12" 45 NA
"950" 1523 32 "2005-01-12" "2005-03-08" 55 NA
"951" 1524 32 "2005-03-08" "2005-03-18" 10 NA
"952" 1525 32 "2005-03-18" "2005-04-15" 28 NA
"953" 1526 32 "2005-04-15" "2005-05-18" 33 NA
"954" 1527 32 "2005-05-18" "2005-06-06" 19 NA
"955" 1528 32 "2005-06-06" "2005-06-20" 14 NA
"956" 1529 32 "2005-06-20" "2005-06-30" 10 NA
"957" 1530 32 "2005-06-30" "2005-07-16" 16 NA
"958" 1531 32 "2005-07-16" "2005-08-03" 18 NA
"959" 1532 32 "2005-08-03" "2005-08-18" 15 NA
"960" 1533 32 "2005-08-18" "2005-08-30" 12 NA
"961" 1534 32 "2005-08-30" "2005-09-17" 18 NA
"962" 1535 32 "2005-09-17" "2005-10-03" 16 NA
"963" 1536 32 "2005-10-03" "2005-10-28" 25 NA
"964" 1537 32 "2005-10-28" "2005-11-20" 23 NA
"965" 1538 32 "2005-11-20" "2006-02-25" 97 NA
"966" 1539 32 "2006-02-25" "2006-05-05" 69 NA
"967" 529 33 "2003-07-10" "2003-08-02" 23 NA
"968" 530 33 "2003-08-02" "2003-08-20" 18 NA
"969" 531 33 "2003-08-20" "2003-09-24" 35 NA
"970" 532 33 "2003-09-24" "2003-10-08" 14 NA
"971" 533 33 "2003-10-08" "2003-10-21" 13 NA
"972" 534 33 "2003-10-21" "2003-11-04" 14 NA
"973" 535 33 "2003-11-04" "2003-11-26" 22 NA
"974" 536 33 "2003-11-26" "2003-12-31" 35 NA
"975" 537 33 "2003-12-31" "2004-01-30" 30 NA
"976" 538 33 "2004-01-30" "2004-02-17" 18 NA
"977" 539 33 "2004-02-17" "2004-03-05" 17 NA
"978" 540 33 "2004-03-05" "2004-03-31" 26 NA
"979" 541 33 "2004-03-31" "2004-04-16" 16 NA
"980" 542 33 "2004-04-16" "2004-04-28" 12 NA
"981" 543 33 "2004-04-28" "2004-05-14" 16 NA
"982" 544 33 "2004-05-14" "2004-05-30" 16 NA
"983" 1078 33 "2004-05-30" "2004-06-16" 17 NA
"984" 1079 33 "2004-06-16" "2004-07-09" 23 NA
"985" 1080 33 "2004-07-09" "2004-07-25" 16 NA
"986" 1081 33 "2004-07-25" "2004-08-09" 15 NA
"987" 1082 33 "2004-08-09" "2004-08-25" 16 NA
"988" 1083 33 "2004-08-25" "2004-09-10" 16 NA
"989" 1084 33 "2004-09-10" "2004-09-28" 18 NA
"990" 1085 33 "2004-09-28" "2004-10-15" 17 NA
"991" 1086 33 "2004-10-15" "2004-11-02" 18 NA
"992" 1087 33 "2004-11-02" "2004-11-19" 17 NA
"993" 1088 33 "2004-11-19" "2004-12-08" 19 NA
"994" 1089 33 "2004-12-08" "2005-01-12" 35 NA
"995" 1090 33 "2005-01-12" "2005-01-31" 19 NA
"996" 1760 33 "2005-01-31" "2005-02-19" 19 NA
"997" 1761 33 "2005-02-19" "2005-03-18" 27 NA
"998" 1762 33 "2005-03-18" "2005-04-05" 18 NA
"999" 1763 33 "2005-04-05" "2005-04-25" 20 NA
"1000" 1764 33 "2005-04-25" "2005-05-11" 16 NA
"1001" 1765 33 "2005-05-11" "2005-05-27" 16 NA
"1002" 1766 33 "2005-05-27" "2005-06-10" 14 NA
"1003" 1767 33 "2005-06-10" "2005-06-28" 18 NA
"1004" 1768 33 "2005-06-28" "2005-07-13" 15 NA
"1005" 1769 33 "2005-07-13" "2005-08-01" 19 NA
"1006" 1770 33 "2005-08-01" "2005-08-22" 21 NA
"1007" 1771 33 "2005-08-22" "2005-09-06" 15 NA
"1008" 1855 33 "2005-09-06" "2005-09-26" 20 NA
"1009" 1856 33 "2005-09-26" "2005-10-11" 15 NA
"1010" 1857 33 "2005-10-11" "2005-11-05" 25 NA
"1011" 1858 33 "2005-11-05" "2005-11-22" 17 NA
"1012" 1859 33 "2005-11-22" "2005-12-13" 21 NA
"1013" 1860 33 "2005-12-13" "2006-01-04" 22 NA
"1014" 2102 34 "2003-07-05" "2003-07-10" 5 NA
"1015" 545 34 "2003-07-10" "2003-07-15" 5 NA
"1016" 546 34 "2003-07-15" "2003-08-20" 36 NA
"1017" 547 34 "2003-08-20" "2003-09-13" 24 NA
"1018" 548 34 "2003-09-13" "2003-10-04" 21 NA
"1019" 549 34 "2003-10-04" "2003-11-15" 42 NA
"1020" 550 34 "2003-11-15" "2004-05-15" 182 NA
"1021" 551 34 "2004-05-15" "2004-06-04" 20 NA
"1022" 1091 34 "2004-06-04" "2004-06-15" 11 NA
"1023" 1092 34 "2004-06-15" "2004-07-09" 24 NA
"1024" 1093 34 "2004-07-09" "2004-07-23" 14 NA
"1025" 1094 34 "2004-07-23" "2004-08-07" 15 NA
"1026" 1095 34 "2004-08-07" "2004-08-20" 13 NA
"1027" 1096 34 "2004-08-20" "2004-09-02" 13 NA
"1028" 1097 34 "2004-09-02" "2004-09-14" 12 NA
"1029" 1098 34 "2004-09-14" "2004-09-24" 10 NA
"1030" 552 35 "2003-07-11" "2003-08-05" 25 NA
"1031" 553 35 "2003-08-05" "2003-09-15" 41 NA
"1032" 554 35 "2003-09-15" "2003-10-05" 20 NA
"1033" 555 35 "2003-10-05" "2003-12-05" 61 NA
"1034" 556 35 "2003-12-05" "2004-03-01" 87 NA
"1035" 557 35 "2004-03-01" "2004-04-01" 31 NA
"1036" 558 35 "2004-04-01" "2004-04-25" 24 NA
"1037" 559 35 "2004-04-25" "2004-05-20" 25 NA
"1038" 560 35 "2004-05-20" "2004-06-06" 17 NA
"1039" 1099 35 "2004-06-06" "2004-06-25" 19 NA
"1040" 1100 35 "2004-06-25" "2004-07-14" 19 NA
"1041" 1101 35 "2004-07-14" "2004-07-23" 9 NA
"1042" 1102 35 "2004-07-23" "2004-08-07" 15 NA
"1043" 1103 35 "2004-08-07" "2004-08-19" 12 NA
"1044" 1104 35 "2004-08-19" "2004-09-05" 17 NA
"1045" 1105 35 "2004-09-05" "2004-09-29" 24 NA
"1046" 1106 35 "2004-09-29" "2004-10-10" 11 NA
"1047" 1107 35 "2004-10-10" "2004-10-24" 14 NA
"1048" 1108 35 "2004-10-24" "2004-11-21" 28 NA
"1049" 1109 35 "2004-11-21" "2004-12-18" 27 NA
"1050" 1110 35 "2004-12-18" "2005-01-01" 14 NA
"1051" 1782 35 "2005-01-01" "2005-03-29" 87 NA
"1052" 1783 35 "2005-03-29" "2005-04-09" 11 NA
"1053" 1720 35 "2005-04-09" "2005-04-11" 2 NA
"1054" 1784 35 "2005-04-11" "2005-04-30" 19 NA
"1055" 1785 35 "2005-04-30" "2005-05-03" 3 NA
"1056" 1786 35 "2005-05-03" "2005-05-25" 22 NA
"1057" 1787 35 "2005-05-25" "2005-06-08" 14 NA
"1058" 1788 35 "2005-06-08" "2005-06-27" 19 NA
"1059" 1789 35 "2005-06-27" "2005-07-08" 11 NA
"1060" 1790 35 "2005-07-08" "2005-07-13" 5 NA
"1061" 1791 35 "2005-07-13" "2005-08-04" 22 NA
"1062" 1792 35 "2005-08-04" "2005-08-15" 11 NA
"1063" 1793 35 "2005-08-15" "2005-08-30" 15 NA
"1064" 1721 35 "2005-08-30" "2005-09-12" 13 NA
"1065" 1722 35 "2005-09-12" "2005-09-21" 9 NA
"1066" 1723 35 "2005-09-21" "2005-10-16" 25 NA
"1067" 1724 35 "2005-10-16" "2005-10-28" 12 NA
"1068" 5015 35 "2005-10-28" "2005-11-04" 7 NA
"1069" 2111 36 "2003-07-11" "2003-07-25" 14 NA
"1070" 561 36 "2003-07-25" "2003-09-21" 58 NA
"1071" 562 36 "2003-09-21" "2003-11-03" 43 NA
"1072" 563 36 "2003-11-03" "2003-12-15" 42 NA
"1073" 564 36 "2003-12-15" "2004-01-24" 40 NA
"1074" 565 36 "2004-01-24" "2004-03-15" 51 NA
"1075" 566 36 "2004-03-15" "2004-04-27" 43 NA
"1076" 567 36 "2004-04-27" "2004-05-20" 23 NA
"1077" 568 36 "2004-05-20" "2004-06-10" 21 NA
"1078" 824 36 "2004-06-10" "2004-06-11" 1 NA
"1079" 825 36 "2004-06-11" "2004-07-03" 22 NA
"1080" 826 36 "2004-07-03" "2004-07-14" 11 NA
"1081" 827 36 "2004-07-14" "2004-08-06" 23 NA
"1082" 828 36 "2004-08-06" "2004-09-08" 33 NA
"1083" 829 36 "2004-09-08" "2005-01-20" 134 NA
"1084" 1824 36 "2005-01-20" "2005-04-14" 84 NA
"1085" 1825 36 "2005-04-14" "2005-06-22" 69 NA
"1086" 1826 36 "2005-06-22" "2005-07-07" 15 NA
"1087" 1827 36 "2005-07-07" "2005-08-09" 33 NA
"1088" 1828 36 "2005-08-09" "2005-08-24" 15 NA
"1089" 1861 36 "2005-08-24" "2005-11-09" 77 NA
"1090" 1862 36 "2005-11-09" "2006-05-07" 179 NA
"1091" 569 37 "2003-07-11" "2003-07-15" 4 NA
"1092" 570 37 "2003-07-15" "2003-08-15" 31 NA
"1093" 571 37 "2003-08-15" "2003-09-21" 37 NA
"1094" 572 37 "2003-09-21" "2003-10-15" 24 NA
"1095" 573 37 "2003-10-15" "2003-11-03" 19 NA
"1096" 574 37 "2003-11-03" "2004-01-29" 87 NA
"1097" 575 37 "2004-01-29" "2004-04-27" 89 NA
"1098" 576 37 "2004-04-27" "2004-05-20" 23 NA
"1099" 831 37 "2004-05-20" "2004-06-11" 22 NA
"1100" 832 37 "2004-06-11" "2004-07-03" 22 NA
"1101" 833 37 "2004-07-03" "2004-07-14" 11 NA
"1102" 834 37 "2004-07-14" "2004-08-06" 23 NA
"1103" 835 37 "2004-08-06" "2004-09-08" 33 NA
"1104" 1111 37 "2004-09-08" "2005-01-20" 134 NA
"1105" 1819 37 "2005-01-20" "2005-04-14" 84 NA
"1106" 1820 37 "2005-04-14" "2005-06-23" 70 NA
"1107" 1821 37 "2005-06-23" "2005-07-07" 14 NA
"1108" 1822 37 "2005-07-07" "2005-08-09" 33 NA
"1109" 1823 37 "2005-08-09" "2005-08-24" 15 NA
"1110" 1863 37 "2005-08-24" "2005-09-14" 21 NA
"1111" 1864 37 "2005-09-14" "38665" 56 NA
"1112" 1865 37 "38665" "2006-05-07" 179 NA
"1113" 577 38 "2003-07-11" "2003-07-19" 8 NA
"1114" 578 38 "2003-07-19" "2003-07-30" 11 NA
"1115" 579 38 "2003-07-30" "2003-08-07" 8 NA
"1116" 580 38 "2003-08-07" "2003-08-19" 12 NA
"1117" 581 38 "2003-08-19" "2003-09-02" 14 NA
"1118" 582 38 "2003-09-02" "2003-09-15" 13 NA
"1119" 583 38 "2003-09-15" "2003-09-30" 15 NA
"1120" 584 38 "2003-09-30" "2003-10-15" 15 NA
"1121" 585 38 "2003-10-15" "2003-10-28" 13 NA
"1122" 586 38 "2003-10-28" "2003-11-12" 15 NA
"1123" 587 38 "2003-11-12" "2003-11-25" 13 NA
"1124" 588 38 "2003-11-25" "2003-12-09" 14 NA
"1125" 589 38 "2003-12-09" "2003-12-24" 15 NA
"1126" 590 38 "2003-12-24" "2004-01-08" 15 NA
"1127" 591 38 "2004-01-08" "2004-01-21" 13 NA
"1128" 592 38 "2004-01-21" "2004-02-04" 14 NA
"1129" 593 38 "2004-02-04" "2004-02-17" 13 NA
"1130" 594 38 "2004-02-17" "2004-03-04" 16 NA
"1131" 595 38 "2004-03-04" "2004-03-18" 14 NA
"1132" 596 38 "2004-03-18" "2004-03-30" 12 NA
"1133" 597 38 "2004-03-30" "2004-04-13" 14 NA
"1134" 598 38 "2004-04-13" "2004-04-29" 16 NA
"1135" 599 38 "2004-04-29" "2004-05-19" 20 NA
"1136" 600 38 "2004-05-19" "2004-05-27" 8 NA
"1137" 601 38 "2004-05-27" "2004-06-08" 12 NA
"1138" 1112 38 "2004-06-08" "2004-06-15" 7 NA
"1139" 1113 38 "2004-06-15" "2004-06-23" 8 NA
"1140" 1114 38 "2004-06-23" "2004-06-29" 6 NA
"1141" 1115 38 "2004-06-29" "2004-07-07" 8 NA
"1142" 1116 38 "2004-07-07" "2004-07-12" 5 NA
"1143" 1117 38 "2004-07-12" "2004-07-18" 6 NA
"1144" 1118 38 "2004-07-18" "2004-07-24" 6 NA
"1145" 1119 38 "2004-07-24" "2004-08-03" 10 NA
"1146" 1120 38 "2004-08-03" "2004-08-10" 7 NA
"1147" 1121 38 "2004-08-10" "2004-08-15" 5 NA
"1148" 1122 38 "2004-08-15" "2004-08-25" 10 NA
"1149" 1123 38 "2004-08-25" "2004-08-31" 6 NA
"1150" 1124 38 "2004-08-31" "2004-09-08" 8 NA
"1151" 1125 38 "2004-09-08" "2004-09-22" 14 NA
"1152" 1126 38 "2004-09-22" "2004-09-28" 6 NA
"1153" 1127 38 "2004-09-28" "2004-10-11" 13 NA
"1154" 1128 38 "2004-10-11" "2004-10-13" 2 NA
"1155" 1129 38 "2004-10-13" "2004-10-31" 18 NA
"1156" 1130 38 "2004-10-31" "2004-11-15" 15 NA
"1157" 1131 38 "2004-11-15" "2004-12-06" 21 NA
"1158" 1132 38 "2004-12-06" "2005-01-01" 26 NA
"1159" 1133 38 "2005-01-01" "2005-01-10" 9 NA
"1160" 1134 38 "2005-01-10" "2005-02-01" 22 NA
"1161" 1436 38 "2005-02-01" "2005-02-25" 24 NA
"1162" 1437 38 "2005-02-25" "2005-03-30" 33 NA
"1163" 1438 38 "2005-03-30" "2005-04-16" 17 NA
"1164" 1439 38 "2005-04-16" "2005-04-26" 10 NA
"1165" 1440 38 "2005-04-26" "2005-05-05" 9 NA
"1166" 1441 38 "2005-05-05" "2005-05-16" 11 NA
"1167" 1442 38 "2005-05-16" "2005-05-24" 8 NA
"1168" 1443 38 "2005-05-24" "2005-05-31" 7 NA
"1169" 1444 38 "2005-05-31" "2005-06-05" 5 NA
"1170" 1445 38 "2005-06-05" "2005-06-13" 8 NA
"1171" 1446 38 "2005-06-13" "2005-06-20" 7 NA
"1172" 1447 38 "2005-06-20" "2005-06-28" 8 NA
"1173" 1448 38 "2005-06-28" "2005-07-02" 4 NA
"1174" 1449 38 "2005-07-02" "2005-07-09" 7 NA
"1175" 1450 38 "2005-07-09" "2005-07-14" 5 NA
"1176" 1451 38 "2005-07-14" "2005-07-21" 7 NA
"1177" 1452 38 "2005-07-21" "2005-07-28" 7 NA
"1178" 1453 38 "2005-07-28" "2005-08-05" 8 NA
"1179" 1454 38 "2005-08-05" "2005-08-10" 5 NA
"1180" 1455 38 "2005-08-10" "2005-08-18" 8 NA
"1181" 1456 38 "2005-08-18" "2005-08-30" 12 NA
"1182" 1866 38 "2005-08-30" "2005-09-06" 7 NA
"1183" 1867 38 "2005-09-06" "2005-09-16" 10 NA
"1184" 1868 38 "2005-09-16" "2005-09-21" 5 NA
"1185" 1869 38 "2005-09-21" "2005-09-26" 5 NA
"1186" 1870 38 "2005-09-26" "2005-10-04" 8 NA
"1187" 1871 38 "2005-10-04" "2005-10-11" 7 NA
"1188" 1872 38 "2005-10-11" "2005-10-20" 9 NA
"1189" 1873 38 "2005-10-20" "2005-10-27" 7 NA
"1190" 1874 38 "2005-10-27" "2005-11-08" 12 NA
"1191" 1875 38 "2005-11-08" "2005-11-16" 8 NA
"1192" 1876 38 "2005-11-16" "2005-11-28" 12 NA
"1193" 1877 38 "2005-11-28" "2005-12-07" 9 NA
"1194" 1878 38 "2005-12-07" "2005-12-15" 8 NA
"1195" 1879 38 "2005-12-15" "2005-12-23" 8 NA
"1196" 1880 38 "2005-12-23" "2006-02-02" 41 NA
"1197" 602 39 "2003-07-12" "2003-07-25" 13 NA
"1198" 603 39 "2003-07-25" "2003-08-08" 14 NA
"1199" 604 39 "2003-08-08" "2003-08-29" 21 NA
"1200" 605 39 "2003-08-29" "2003-09-05" 7 NA
"1201" 606 39 "2003-09-05" "2003-09-23" 18 NA
"1202" 607 39 "2003-09-23" "2003-10-13" 20 NA
"1203" 608 39 "2003-10-13" "2003-11-11" 29 NA
"1204" 609 39 "2003-11-11" "2003-11-28" 17 NA
"1205" 610 39 "2003-11-28" "2003-12-19" 21 NA
"1206" 611 39 "2003-12-19" "2004-01-15" 27 NA
"1207" 612 39 "2004-01-15" "2004-04-08" 84 NA
"1208" 613 39 "2004-04-08" "2004-06-01" 54 NA
"1209" 1135 39 "2004-06-01" "2004-06-12" 11 NA
"1210" 1136 39 "2004-06-12" "2004-07-13" 31 NA
"1211" 1137 39 "2004-07-13" "2004-07-31" 18 NA
"1212" 1138 39 "2004-07-31" "2004-08-06" 6 NA
"1213" 1139 39 "2004-08-06" "2004-08-20" 14 NA
"1214" 1140 39 "2004-08-20" "2004-09-07" 18 NA
"1215" 1141 39 "2004-09-07" "2004-09-22" 15 NA
"1216" 1142 39 "2004-09-22" "2004-11-01" 40 NA
"1217" 2112 39 "2004-11-01" "2004-12-06" 35 NA
"1218" 1143 39 "2004-12-06" "2005-02-07" 63 NA
"1219" 1144 39 "2005-02-07" "2005-02-17" 10 NA
"1220" 1799 39 "2005-02-17" "2005-04-22" 64 NA
"1221" 1800 39 "2005-04-22" "2005-05-26" 34 NA
"1222" 1801 39 "2005-05-26" "2005-06-20" 25 NA
"1223" 1802 39 "2005-06-20" "2005-06-26" 6 NA
"1224" 1803 39 "2005-06-26" "2005-07-06" 10 NA
"1225" 1804 39 "2005-07-06" "2005-07-13" 7 NA
"1226" 1805 39 "2005-07-13" "2005-07-21" 8 NA
"1227" 1806 39 "2005-07-21" "2005-08-08" 18 NA
"1228" 1807 39 "2005-08-08" "2005-08-15" 7 NA
"1229" 1808 39 "2005-08-15" "2005-09-04" 20 NA
"1230" 1881 39 "2005-09-04" "2005-11-18" 75 NA
"1231" 1882 39 "2005-11-18" "2006-01-13" 56 NA
"1232" 614 40 "2003-07-12" "2003-07-25" 13 NA
"1233" 615 40 "2003-07-25" "2003-08-08" 14 NA
"1234" 616 40 "2003-08-08" "2003-08-27" 19 NA
"1235" 617 40 "2003-08-27" "2003-09-08" 12 NA
"1236" 618 40 "2003-09-08" "2003-09-19" 11 NA
"1237" 619 40 "2003-09-19" "2003-10-13" 24 NA
"1238" 620 40 "2003-10-13" "2003-11-03" 21 NA
"1239" 621 40 "2003-11-03" "2003-11-25" 22 NA
"1240" 622 40 "2003-11-25" "2003-12-16" 21 NA
"1241" 623 40 "2003-12-16" "2004-02-13" 59 NA
"1242" 624 40 "2004-02-13" "2004-04-08" 55 NA
"1243" 625 40 "2004-04-08" "2004-06-01" 54 NA
"1244" 1145 40 "2004-06-01" "2004-07-13" 42 NA
"1245" 2105 40 "2004-07-13" "2004-07-30" 17 NA
"1246" 1146 40 "2004-07-30" "2004-08-13" 14 NA
"1247" 1147 40 "2004-08-13" "2004-08-28" 15 NA
"1248" 1148 40 "2004-08-28" "2004-09-10" 13 NA
"1249" 1149 40 "2004-09-10" "2004-09-28" 18 NA
"1250" 1150 40 "2004-09-28" "2004-11-15" 48 NA
"1251" 1151 40 "2004-11-15" "2004-12-14" 29 NA
"1252" 1152 40 "2004-12-14" "2005-01-05" 22 NA
"1253" 2106 40 "2005-01-05" "2005-01-12" 7 NA
"1254" 1153 40 "2005-01-12" "2005-02-17" 36 NA
"1255" 1809 40 "2005-02-17" "2005-04-22" 64 NA
"1256" 1810 40 "2005-04-22" "2005-05-22" 30 NA
"1257" 1811 40 "2005-05-22" "2005-06-20" 29 NA
"1258" 1812 40 "2005-06-20" "2005-06-26" 6 NA
"1259" 1813 40 "2005-06-26" "2005-07-05" 9 NA
"1260" 1814 40 "2005-07-05" "2005-07-13" 8 NA
"1261" 1815 40 "2005-07-13" "2005-07-22" 9 NA
"1262" 1816 40 "2005-07-22" "2005-08-08" 17 NA
"1263" 1817 40 "2005-08-08" "2005-08-15" 7 NA
"1264" 1818 40 "2005-08-15" "2005-09-04" 20 NA
"1265" 1883 40 "2005-09-04" "2005-09-29" 25 NA
"1266" 1884 40 "2005-09-29" "2005-11-20" 52 NA
"1267" 1885 40 "2005-11-20" "2006-01-16" 57 NA
"1268" 626 41 "2003-07-12" "2003-07-21" 9 NA
"1269" 627 41 "2003-07-21" "2003-08-07" 17 NA
"1270" 628 41 "2003-08-07" "2003-08-21" 14 NA
"1271" 629 41 "2003-08-21" "2003-09-05" 15 NA
"1272" 630 41 "2003-09-05" "2003-09-17" 12 NA
"1273" 631 41 "2003-09-17" "2003-10-03" 16 NA
"1274" 632 41 "2003-10-03" "2003-10-11" 8 NA
"1275" 633 41 "2003-10-11" "2003-10-31" 20 NA
"1276" 634 41 "2003-10-31" "2003-11-14" 14 NA
"1277" 635 41 "2003-11-14" "2003-11-27" 13 NA
"1278" 636 41 "2003-11-27" "2004-01-16" 50 NA
"1279" 637 41 "2004-01-16" "2004-02-19" 34 NA
"1280" 638 41 "2004-02-19" "2004-03-22" 32 NA
"1281" 639 41 "2004-03-22" "2004-04-08" 17 NA
"1282" 640 41 "2004-04-08" "2004-04-23" 15 NA
"1283" 641 41 "2004-04-23" "2004-05-08" 15 NA
"1284" 642 41 "2004-05-08" "2004-05-19" 11 NA
"1285" 643 41 "2004-05-19" "2004-06-04" 16 NA
"1286" 1154 41 "2004-06-04" "2004-06-18" 14 NA
"1287" 1155 41 "2004-06-18" "2004-07-02" 14 NA
"1288" 1156 41 "2004-07-02" "2004-07-09" 7 NA
"1289" 1157 41 "2004-07-09" "2004-07-23" 14 NA
"1290" 1158 41 "2004-07-23" "2004-08-03" 11 NA
"1291" 1159 41 "2004-08-03" "2004-08-06" 3 NA
"1292" 1160 41 "2004-08-06" "2004-08-20" 14 NA
"1293" 1161 41 "2004-08-20" "2004-09-17" 28 NA
"1294" 1162 41 "2004-09-17" "2004-10-15" 28 NA
"1295" 1163 41 "2004-10-15" "2004-11-26" 42 NA
"1296" 1164 41 "2004-11-26" "2005-02-04" 70 NA
"1297" 1772 41 "2005-02-04" "2005-04-08" 63 NA
"1298" 1773 41 "2005-04-08" "2005-04-22" 14 NA
"1299" 1774 41 "2005-04-22" "2005-05-07" 15 NA
"1300" 1775 41 "2005-05-07" "2005-05-21" 14 NA
"1301" 1776 41 "2005-05-21" "2005-06-05" 15 NA
"1302" 1777 41 "2005-06-05" "2005-06-20" 15 NA
"1303" 1778 41 "2005-06-20" "2005-07-17" 27 NA
"1304" 1779 41 "2005-07-17" "2005-08-03" 17 NA
"1305" 1780 41 "2005-08-03" "2005-08-21" 18 NA
"1306" 1781 41 "2005-08-21" "2005-09-01" 11 NA
"1307" 1886 41 "2005-09-01" "2005-09-21" 20 NA
"1308" 1887 41 "2005-09-21" "2005-10-12" 21 NA
"1309" 1888 41 "2005-10-12" "2005-11-23" 42 NA
"1310" 1889 41 "2005-11-23" "2006-02-07" 76 NA
"1311" 644 42 "2003-07-16" "2003-07-25" 9 NA
"1312" 645 42 "2003-07-25" "2003-09-10" 47 NA
"1313" 646 42 "2003-09-10" "2003-09-30" 20 NA
"1314" 647 42 "2003-09-30" "2003-10-24" 24 NA
"1315" 648 42 "2003-10-24" "2004-04-10" 169 NA
"1316" 649 42 "2004-04-10" "2004-05-21" 41 NA
"1317" 650 42 "2004-05-21" "2004-06-17" 27 NA
"1318" 1165 42 "2004-06-17" "2004-07-04" 17 NA
"1319" 1166 42 "2004-07-04" "2004-08-04" 31 NA
"1320" 1167 42 "2004-08-04" "2005-04-20" 259 NA
"1321" 651 43 "2003-07-17" "2003-07-30" 13 NA
"1322" 652 43 "2003-07-30" "2003-08-13" 14 NA
"1323" 653 43 "2003-08-13" "2003-08-27" 14 NA
"1324" 654 43 "2003-08-27" "2003-09-10" 14 NA
"1325" 655 43 "2003-09-10" "2003-09-24" 14 NA
"1326" 656 43 "2003-09-24" "2003-10-08" 14 NA
"1327" 657 43 "2003-10-08" "2003-10-23" 15 NA
"1328" 658 43 "2003-10-23" "2003-11-05" 13 NA
"1329" 659 43 "2003-11-05" "2003-12-06" 31 NA
"1330" 660 43 "2003-12-06" "2004-01-03" 28 NA
"1331" 661 43 "2004-01-03" "2004-01-28" 25 NA
"1332" 662 43 "2004-01-28" "2004-03-01" 33 NA
"1333" 663 43 "2004-03-01" "2004-03-20" 19 NA
"1334" 664 43 "2004-03-20" "2004-04-11" 22 NA
"1335" 665 43 "2004-04-11" "2004-04-21" 10 NA
"1336" 666 43 "2004-04-21" "2004-05-05" 14 NA
"1337" 667 43 "2004-05-05" "2004-05-19" 14 NA
"1338" 668 43 "2004-05-19" "2004-06-02" 14 NA
"1339" 669 43 "2004-06-02" "2004-06-16" 14 NA
"1340" 1168 43 "2004-06-16" "2004-06-30" 14 NA
"1341" 1169 43 "2004-06-30" "2004-07-14" 14 NA
"1342" 1170 43 "2004-07-14" "2004-07-28" 14 NA
"1343" 1171 43 "2004-07-28" "2004-08-11" 14 NA
"1344" 1172 43 "2004-08-11" "2004-08-25" 14 NA
"1345" 1173 43 "2004-08-25" "2004-09-08" 14 NA
"1346" 1174 43 "2004-09-08" "2004-09-22" 14 NA
"1347" 1175 43 "2004-09-22" "2004-10-06" 14 NA
"1348" 1176 43 "2004-10-06" "2004-10-20" 14 NA
"1349" 1177 43 "2004-10-20" "2004-11-03" 14 NA
"1350" 1178 43 "2004-11-03" "2004-11-17" 14 NA
"1351" 1179 43 "2004-11-17" "2004-12-01" 14 NA
"1352" 1180 43 "2004-12-01" "2004-12-28" 27 NA
"1353" 1181 43 "2004-12-28" "2005-01-22" 25 NA
"1354" 1182 43 "2005-01-22" "2005-03-05" 42 NA
"1355" 1183 43 "2005-03-05" "2005-04-08" 34 NA
"1356" 1184 43 "2005-04-08" "2005-04-23" 15 NA
"1357" 1903 43 "2005-04-23" "2005-05-06" 13 NA
"1358" 1904 43 "2005-05-06" "2005-05-21" 15 NA
"1359" 1905 43 "2005-05-21" "2005-06-02" 12 NA
"1360" 1906 43 "2005-06-02" "2005-06-15" 13 NA
