"EventID" "TrapID" "StartDate" "EndDate" "Sampling.period..days."
"1016" 546 34 "2003-07-15" "2003-08-20" 36
"1017" 547 34 "2003-08-20" "2003-09-13" 24
"1018" 548 34 "2003-09-13" "2003-10-04" 21
"1019" 549 34 "2003-10-04" "2003-11-15" 42
"1020" 550 34 "2003-11-15" "2004-05-15" 182
"1021" 551 34 "2004-05-15" "2004-06-04" 20
"1022" 1091 34 "2004-06-04" "2004-06-15" 11
"1023" 1092 34 "2004-06-15" "2004-07-09" 24
"1024" 1093 34 "2004-07-09" "2004-07-23" 14
"1025" 1094 34 "2004-07-23" "2004-08-07" 15
"1026" 1095 34 "2004-08-07" "2004-08-20" 13
"1027" 1096 34 "2004-08-20" "2004-09-02" 13
"1028" 1097 34 "2004-09-02" "2004-09-14" 12
"1029" 1098 34 "2004-09-14" "2004-09-24" 10
"1030" 552 35 "2003-07-11" "2003-08-05" 25
"1031" 553 35 "2003-08-05" "2003-09-15" 41
"1032" 554 35 "2003-09-15" "2003-10-05" 20
"1033" 555 35 "2003-10-05" "2003-12-05" 61
"1034" 556 35 "2003-12-05" "2004-03-01" 87
"1035" 557 35 "2004-03-01" "2004-04-01" 31
"1036" 558 35 "2004-04-01" "2004-04-25" 24
"1037" 559 35 "2004-04-25" "2004-05-20" 25
"1038" 560 35 "2004-05-20" "2004-06-06" 17
"1039" 1099 35 "2004-06-06" "2004-06-25" 19
"1040" 1100 35 "2004-06-25" "2004-07-14" 19
"1041" 1101 35 "2004-07-14" "2004-07-23" 9
"1042" 1102 35 "2004-07-23" "2004-08-07" 15
"1043" 1103 35 "2004-08-07" "2004-08-19" 12
"1044" 1104 35 "2004-08-19" "2004-09-05" 17
"1045" 1105 35 "2004-09-05" "2004-09-29" 24
"1046" 1106 35 "2004-09-29" "2004-10-10" 11
"1047" 1107 35 "2004-10-10" "2004-10-24" 14
"1048" 1108 35 "2004-10-24" "2004-11-21" 28
"1049" 1109 35 "2004-11-21" "2004-12-18" 27
"1050" 1110 35 "2004-12-18" "2005-01-01" 14
"1051" 1782 35 "2005-01-01" "2005-03-29" 87
"1052" 1783 35 "2005-03-29" "2005-04-09" 11
"1053" 1720 35 "2005-04-09" "2005-04-11" 2
"1054" 1784 35 "2005-04-11" "2005-04-30" 19
"1055" 1785 35 "2005-04-30" "2005-05-03" 3
"1056" 1786 35 "2005-05-03" "2005-05-25" 22
"1057" 1787 35 "2005-05-25" "2005-06-08" 14
"1058" 1788 35 "2005-06-08" "2005-06-27" 19
"1059" 1789 35 "2005-06-27" "2005-07-08" 11
"1060" 1790 35 "2005-07-08" "2005-07-13" 5
"1061" 1791 35 "2005-07-13" "2005-08-04" 22
"1062" 1792 35 "2005-08-04" "2005-08-15" 11
"1063" 1793 35 "2005-08-15" "2005-08-30" 15
"1064" 1721 35 "2005-08-30" "2005-09-12" 13
"1065" 1722 35 "2005-09-12" "2005-09-21" 9
"1066" 1723 35 "2005-09-21" "2005-10-16" 25
"1067" 1724 35 "2005-10-16" "2005-10-28" 12
"1068" 5015 35 "2005-10-28" "2005-11-04" 7
"1069" 2111 36 "2003-07-11" "2003-07-25" 14
"1070" 561 36 "2003-07-25" "2003-09-21" 58
"1071" 562 36 "2003-09-21" "2003-11-03" 43
"1072" 563 36 "2003-11-03" "2003-12-15" 42
"1073" 564 36 "2003-12-15" "2004-01-24" 40
"1074" 565 36 "2004-01-24" "2004-03-15" 51
"1075" 566 36 "2004-03-15" "2004-04-27" 43
"1076" 567 36 "2004-04-27" "2004-05-20" 23
"1077" 568 36 "2004-05-20" "2004-06-10" 21
"1078" 824 36 "2004-06-10" "2004-06-11" 1
"1079" 825 36 "2004-06-11" "2004-07-03" 22
"1080" 826 36 "2004-07-03" "2004-07-14" 11
"1081" 827 36 "2004-07-14" "2004-08-06" 23
"1082" 828 36 "2004-08-06" "2004-09-08" 33
"1083" 829 36 "2004-09-08" "2005-01-20" 134
"1084" 1824 36 "2005-01-20" "2005-04-14" 84
"1085" 1825 36 "2005-04-14" "2005-06-22" 69
"1086" 1826 36 "2005-06-22" "2005-07-07" 15
"1087" 1827 36 "2005-07-07" "2005-08-09" 33
"1088" 1828 36 "2005-08-09" "2005-08-24" 15
"1089" 1861 36 "2005-08-24" "2005-11-09" 77
"1090" 1862 36 "2005-11-09" "2006-05-07" 179
"1091" 569 37 "2003-07-11" "2003-07-15" 4
"1092" 570 37 "2003-07-15" "2003-08-15" 31
"1093" 571 37 "2003-08-15" "2003-09-21" 37
"1094" 572 37 "2003-09-21" "2003-10-15" 24
"1095" 573 37 "2003-10-15" "2003-11-03" 19
"1096" 574 37 "2003-11-03" "2004-01-29" 87
"1097" 575 37 "2004-01-29" "2004-04-27" 89
"1098" 576 37 "2004-04-27" "2004-05-20" 23
"1099" 831 37 "2004-05-20" "2004-06-11" 22
"1100" 832 37 "2004-06-11" "2004-07-03" 22
"1101" 833 37 "2004-07-03" "2004-07-14" 11
"1102" 834 37 "2004-07-14" "2004-08-06" 23
"1103" 835 37 "2004-08-06" "2004-09-08" 33
"1104" 1111 37 "2004-09-08" "2005-01-20" 134
"1105" 1819 37 "2005-01-20" "2005-04-14" 84
"1106" 1820 37 "2005-04-14" "2005-06-23" 70
"1107" 1821 37 "2005-06-23" "2005-07-07" 14
"1108" 1822 37 "2005-07-07" "2005-08-09" 33
"1109" 1823 37 "2005-08-09" "2005-08-24" 15
"1110" 1863 37 "2005-08-24" "2005-09-14" 21
"1111" 1864 37 "2005-09-14" "2005-11-09" 56
"1112" 1865 37 "2005-11-09" "2006-05-07" 179
"1113" 577 38 "2003-07-11" "2003-07-19" 8
"1114" 578 38 "2003-07-19" "2003-07-30" 11
"1115" 579 38 "2003-07-30" "2003-08-07" 8
"1116" 580 38 "2003-08-07" "2003-08-19" 12
"1117" 581 38 "2003-08-19" "2003-09-02" 14
"1118" 582 38 "2003-09-02" "2003-09-15" 13
"1119" 583 38 "2003-09-15" "2003-09-30" 15
"1120" 584 38 "2003-09-30" "2003-10-15" 15
"1121" 585 38 "2003-10-15" "2003-10-28" 13
"1122" 586 38 "2003-10-28" "2003-11-12" 15
"1123" 587 38 "2003-11-12" "2003-11-25" 13
"1124" 588 38 "2003-11-25" "2003-12-09" 14
"1125" 589 38 "2003-12-09" "2003-12-24" 15
"1126" 590 38 "2003-12-24" "2004-01-08" 15
"1127" 591 38 "2004-01-08" "2004-01-21" 13
"1128" 592 38 "2004-01-21" "2004-02-04" 14
"1129" 593 38 "2004-02-04" "2004-02-17" 13
"1130" 594 38 "2004-02-17" "2004-03-04" 16
"1131" 595 38 "2004-03-04" "2004-03-18" 14
"1132" 596 38 "2004-03-18" "2004-03-30" 12
"1133" 597 38 "2004-03-30" "2004-04-13" 14
"1134" 598 38 "2004-04-13" "2004-04-29" 16
"1135" 599 38 "2004-04-29" "2004-05-19" 20
"1136" 600 38 "2004-05-19" "2004-05-27" 8
"1137" 601 38 "2004-05-27" "2004-06-08" 12
"1138" 1112 38 "2004-06-08" "2004-06-15" 7
"1139" 1113 38 "2004-06-15" "2004-06-23" 8
"1140" 1114 38 "2004-06-23" "2004-06-29" 6
"1141" 1115 38 "2004-06-29" "2004-07-07" 8
"1142" 1116 38 "2004-07-07" "2004-07-12" 5
"1143" 1117 38 "2004-07-12" "2004-07-18" 6
"1144" 1118 38 "2004-07-18" "2004-07-24" 6
"1145" 1119 38 "2004-07-24" "2004-08-03" 10
"1146" 1120 38 "2004-08-03" "2004-08-10" 7
"1147" 1121 38 "2004-08-10" "2004-08-15" 5
"1148" 1122 38 "2004-08-15" "2004-08-25" 10
"1149" 1123 38 "2004-08-25" "2004-08-31" 6
"1150" 1124 38 "2004-08-31" "2004-09-08" 8
"1151" 1125 38 "2004-09-08" "2004-09-22" 14
"1152" 1126 38 "2004-09-22" "2004-09-28" 6
"1153" 1127 38 "2004-09-28" "2004-10-11" 13
"1154" 1128 38 "2004-10-11" "2004-10-13" 2
"1155" 1129 38 "2004-10-13" "2004-10-31" 18
"1156" 1130 38 "2004-10-31" "2004-11-15" 15
"1157" 1131 38 "2004-11-15" "2004-12-06" 21
"1158" 1132 38 "2004-12-06" "2005-01-01" 26
"1159" 1133 38 "2005-01-01" "2005-01-10" 9
"1160" 1134 38 "2005-01-10" "2005-02-01" 22
"1161" 1436 38 "2005-02-01" "2005-02-25" 24
"1162" 1437 38 "2005-02-25" "2005-03-30" 33
"1163" 1438 38 "2005-03-30" "2005-04-16" 17
"1164" 1439 38 "2005-04-16" "2005-04-26" 10
"1165" 1440 38 "2005-04-26" "2005-05-05" 9
"1166" 1441 38 "2005-05-05" "2005-05-16" 11
"1167" 1442 38 "2005-05-16" "2005-05-24" 8
"1168" 1443 38 "2005-05-24" "2005-05-31" 7
"1169" 1444 38 "2005-05-31" "2005-06-05" 5
"1170" 1445 38 "2005-06-05" "2005-06-13" 8
"1171" 1446 38 "2005-06-13" "2005-06-20" 7
"1172" 1447 38 "2005-06-20" "2005-06-28" 8
"1173" 1448 38 "2005-06-28" "2005-07-02" 4
"1174" 1449 38 "2005-07-02" "2005-07-09" 7
"1175" 1450 38 "2005-07-09" "2005-07-14" 5
"1176" 1451 38 "2005-07-14" "2005-07-21" 7
"1177" 1452 38 "2005-07-21" "2005-07-28" 7
"1178" 1453 38 "2005-07-28" "2005-08-05" 8
"1179" 1454 38 "2005-08-05" "2005-08-10" 5
"1180" 1455 38 "2005-08-10" "2005-08-18" 8
"1181" 1456 38 "2005-08-18" "2005-08-30" 12
"1182" 1866 38 "2005-08-30" "2005-09-06" 7
"1183" 1867 38 "2005-09-06" "2005-09-16" 10
"1184" 1868 38 "2005-09-16" "2005-09-21" 5
"1185" 1869 38 "2005-09-21" "2005-09-26" 5
"1186" 1870 38 "2005-09-26" "2005-10-04" 8
"1187" 1871 38 "2005-10-04" "2005-10-11" 7
"1188" 1872 38 "2005-10-11" "2005-10-20" 9
"1189" 1873 38 "2005-10-20" "2005-10-27" 7
"1190" 1874 38 "2005-10-27" "2005-11-08" 12
"1191" 1875 38 "2005-11-08" "2005-11-16" 8
"1192" 1876 38 "2005-11-16" "2005-11-28" 12
"1193" 1877 38 "2005-11-28" "2005-12-07" 9
"1194" 1878 38 "2005-12-07" "2005-12-15" 8
"1195" 1879 38 "2005-12-15" "2005-12-23" 8
"1196" 1880 38 "2005-12-23" "2006-02-02" 41
"1197" 602 39 "2003-07-12" "2003-07-25" 13
"1198" 603 39 "2003-07-25" "2003-08-08" 14
"1199" 604 39 "2003-08-08" "2003-08-29" 21
"1200" 605 39 "2003-08-29" "2003-09-05" 7
"1201" 606 39 "2003-09-05" "2003-09-23" 18
"1202" 607 39 "2003-09-23" "2003-10-13" 20
"1203" 608 39 "2003-10-13" "2003-11-11" 29
"1204" 609 39 "2003-11-11" "2003-11-28" 17
"1205" 610 39 "2003-11-28" "2003-12-19" 21
"1206" 611 39 "2003-12-19" "2004-01-15" 27
"1207" 612 39 "2004-01-15" "2004-04-08" 84
"1208" 613 39 "2004-04-08" "2004-06-01" 54
"1209" 1135 39 "2004-06-01" "2004-06-12" 11
"1210" 1136 39 "2004-06-12" "2004-07-13" 31
"1211" 1137 39 "2004-07-13" "2004-07-31" 18
"1212" 1138 39 "2004-07-31" "2004-08-06" 6
"1213" 1139 39 "2004-08-06" "2004-08-20" 14
"1214" 1140 39 "2004-08-20" "2004-09-07" 18
"1215" 1141 39 "2004-09-07" "2004-09-22" 15
"1216" 1142 39 "2004-09-22" "2004-11-01" 40
"1217" 2112 39 "2004-11-01" "2004-12-06" 35
"1218" 1143 39 "2004-12-06" "2005-02-07" 63
"1219" 1144 39 "2005-02-07" "2005-02-17" 10
"1220" 1799 39 "2005-02-17" "2005-04-22" 64
"1221" 1800 39 "2005-04-22" "2005-05-26" 34
"1222" 1801 39 "2005-05-26" "2005-06-20" 25
"1223" 1802 39 "2005-06-20" "2005-06-26" 6
"1224" 1803 39 "2005-06-26" "2005-07-06" 10
"1225" 1804 39 "2005-07-06" "2005-07-13" 7
"1226" 1805 39 "2005-07-13" "2005-07-21" 8
"1227" 1806 39 "2005-07-21" "2005-08-08" 18
"1228" 1807 39 "2005-08-08" "2005-08-15" 7
"1229" 1808 39 "2005-08-15" "2005-09-04" 20
"1230" 1881 39 "2005-09-04" "2005-11-18" 75
"1231" 1882 39 "2005-11-18" "2006-01-13" 56
"1232" 614 40 "2003-07-12" "2003-07-25" 13
"1233" 615 40 "2003-07-25" "2003-08-08" 14
"1234" 616 40 "2003-08-08" "2003-08-27" 19
"1235" 617 40 "2003-08-27" "2003-09-08" 12
"1236" 618 40 "2003-09-08" "2003-09-19" 11
"1237" 619 40 "2003-09-19" "2003-10-13" 24
"1238" 620 40 "2003-10-13" "2003-11-03" 21
"1239" 621 40 "2003-11-03" "2003-11-25" 22
"1240" 622 40 "2003-11-25" "2003-12-16" 21
"1241" 623 40 "2003-12-16" "2004-02-13" 59
"1242" 624 40 "2004-02-13" "2004-04-08" 55
"1243" 625 40 "2004-04-08" "2004-06-01" 54
"1244" 1145 40 "2004-06-01" "2004-07-13" 42
"1245" 2105 40 "2004-07-13" "2004-07-30" 17
"1246" 1146 40 "2004-07-30" "2004-08-13" 14
"1247" 1147 40 "2004-08-13" "2004-08-28" 15
"1248" 1148 40 "2004-08-28" "2004-09-10" 13
"1249" 1149 40 "2004-09-10" "2004-09-28" 18
"1250" 1150 40 "2004-09-28" "2004-11-15" 48
"1251" 1151 40 "2004-11-15" "2004-12-14" 29
"1252" 1152 40 "2004-12-14" "2005-01-05" 22
"1253" 2106 40 "2005-01-05" "2005-01-12" 7
"1254" 1153 40 "2005-01-12" "2005-02-17" 36
"1255" 1809 40 "2005-02-17" "2005-04-22" 64
"1256" 1810 40 "2005-04-22" "2005-05-22" 30
"1257" 1811 40 "2005-05-22" "2005-06-20" 29
"1258" 1812 40 "2005-06-20" "2005-06-26" 6
"1259" 1813 40 "2005-06-26" "2005-07-05" 9
"1260" 1814 40 "2005-07-05" "2005-07-13" 8
"1261" 1815 40 "2005-07-13" "2005-07-22" 9
"1262" 1816 40 "2005-07-22" "2005-08-08" 17
"1263" 1817 40 "2005-08-08" "2005-08-15" 7
"1264" 1818 40 "2005-08-15" "2005-09-04" 20
"1265" 1883 40 "2005-09-04" "2005-09-29" 25
"1266" 1884 40 "2005-09-29" "2005-11-20" 52
"1267" 1885 40 "2005-11-20" "2006-01-16" 57
"1268" 626 41 "2003-07-12" "2003-07-21" 9
"1269" 627 41 "2003-07-21" "2003-08-07" 17
"1270" 628 41 "2003-08-07" "2003-08-21" 14
"1271" 629 41 "2003-08-21" "2003-09-05" 15
"1272" 630 41 "2003-09-05" "2003-09-17" 12
"1273" 631 41 "2003-09-17" "2003-10-03" 16
"1274" 632 41 "2003-10-03" "2003-10-11" 8
"1275" 633 41 "2003-10-11" "2003-10-31" 20
"1276" 634 41 "2003-10-31" "2003-11-14" 14
"1277" 635 41 "2003-11-14" "2003-11-27" 13
"1278" 636 41 "2003-11-27" "2004-01-16" 50
"1279" 637 41 "2004-01-16" "2004-02-19" 34
"1280" 638 41 "2004-02-19" "2004-03-22" 32
"1281" 639 41 "2004-03-22" "2004-04-08" 17
"1282" 640 41 "2004-04-08" "2004-04-23" 15
"1283" 641 41 "2004-04-23" "2004-05-08" 15
"1284" 642 41 "2004-05-08" "2004-05-19" 11
"1285" 643 41 "2004-05-19" "2004-06-04" 16
"1286" 1154 41 "2004-06-04" "2004-06-18" 14
"1287" 1155 41 "2004-06-18" "2004-07-02" 14
"1288" 1156 41 "2004-07-02" "2004-07-09" 7
"1289" 1157 41 "2004-07-09" "2004-07-23" 14
"1290" 1158 41 "2004-07-23" "2004-08-03" 11
"1291" 1159 41 "2004-08-03" "2004-08-06" 3
"1292" 1160 41 "2004-08-06" "2004-08-20" 14
"1293" 1161 41 "2004-08-20" "2004-09-17" 28
"1294" 1162 41 "2004-09-17" "2004-10-15" 28
"1295" 1163 41 "2004-10-15" "2004-11-26" 42
"1296" 1164 41 "2004-11-26" "2005-02-04" 70
"1297" 1772 41 "2005-02-04" "2005-04-08" 63
"1298" 1773 41 "2005-04-08" "2005-04-22" 14
"1299" 1774 41 "2005-04-22" "2005-05-07" 15
"1300" 1775 41 "2005-05-07" "2005-05-21" 14
"1301" 1776 41 "2005-05-21" "2005-06-05" 15
"1302" 1777 41 "2005-06-05" "2005-06-20" 15
"1303" 1778 41 "2005-06-20" "2005-07-17" 27
"1304" 1779 41 "2005-07-17" "2005-08-03" 17
"1305" 1780 41 "2005-08-03" "2005-08-21" 18
"1306" 1781 41 "2005-08-21" "2005-09-01" 11
"1307" 1886 41 "2005-09-01" "2005-09-21" 20
"1308" 1887 41 "2005-09-21" "2005-10-12" 21
"1309" 1888 41 "2005-10-12" "2005-11-23" 42
"1310" 1889 41 "2005-11-23" "2006-02-07" 76
"1311" 644 42 "2003-07-16" "2003-07-25" 9
"1312" 645 42 "2003-07-25" "2003-09-10" 47
"1313" 646 42 "2003-09-10" "2003-09-30" 20
"1314" 647 42 "2003-09-30" "2003-10-24" 24
"1315" 648 42 "2003-10-24" "2004-04-10" 169
"1316" 649 42 "2004-04-10" "2004-05-21" 41
"1317" 650 42 "2004-05-21" "2004-06-17" 27
"1318" 1165 42 "2004-06-17" "2004-07-04" 17
"1319" 1166 42 "2004-07-04" "2004-08-04" 31
"1320" 1167 42 "2004-08-04" "2005-04-20" 259
"1321" 651 43 "2003-07-17" "2003-07-30" 13
"1322" 652 43 "2003-07-30" "2003-08-13" 14
"1323" 653 43 "2003-08-13" "2003-08-27" 14
"1324" 654 43 "2003-08-27" "2003-09-10" 14
"1325" 655 43 "2003-09-10" "2003-09-24" 14
"1326" 656 43 "2003-09-24" "2003-10-08" 14
"1327" 657 43 "2003-10-08" "2003-10-23" 15
"1328" 658 43 "2003-10-23" "2003-11-05" 13
"1329" 659 43 "2003-11-05" "2003-12-06" 31
"1330" 660 43 "2003-12-06" "2004-01-03" 28
"1331" 661 43 "2004-01-03" "2004-01-28" 25
"1332" 662 43 "2004-01-28" "2004-03-01" 33
"1333" 663 43 "2004-03-01" "2004-03-20" 19
"1334" 664 43 "2004-03-20" "2004-04-11" 22
"1335" 665 43 "2004-04-11" "2004-04-21" 10
"1336" 666 43 "2004-04-21" "2004-05-05" 14
"1337" 667 43 "2004-05-05" "2004-05-19" 14
"1338" 668 43 "2004-05-19" "2004-06-02" 14
"1339" 669 43 "2004-06-02" "2004-06-16" 14
"1340" 1168 43 "2004-06-16" "2004-06-30" 14
"1341" 1169 43 "2004-06-30" "2004-07-14" 14
"1342" 1170 43 "2004-07-14" "2004-07-28" 14
"1343" 1171 43 "2004-07-28" "2004-08-11" 14
"1344" 1172 43 "2004-08-11" "2004-08-25" 14
"1345" 1173 43 "2004-08-25" "2004-09-08" 14
"1346" 1174 43 "2004-09-08" "2004-09-22" 14
"1347" 1175 43 "2004-09-22" "2004-10-06" 14
"1348" 1176 43 "2004-10-06" "2004-10-20" 14
"1349" 1177 43 "2004-10-20" "2004-11-03" 14
"1350" 1178 43 "2004-11-03" "2004-11-17" 14
"1351" 1179 43 "2004-11-17" "2004-12-01" 14
"1352" 1180 43 "2004-12-01" "2004-12-28" 27
"1353" 1181 43 "2004-12-28" "2005-01-22" 25
"1354" 1182 43 "2005-01-22" "2005-03-05" 42
"1355" 1183 43 "2005-03-05" "2005-04-08" 34
"1356" 1184 43 "2005-04-08" "2005-04-23" 15
"1357" 1903 43 "2005-04-23" "2005-05-06" 13
"1358" 1904 43 "2005-05-06" "2005-05-21" 15
"1359" 1905 43 "2005-05-21" "2005-06-02" 12
"1360" 1906 43 "2005-06-02" "2005-06-15" 13
"1361" 1907 43 "2005-06-15" "2005-06-29" 14
"1362" 1908 43 "2005-06-29" "2005-07-14" 15
"1363" 1909 43 "2005-07-14" "2005-07-27" 13
"1364" 1910 43 "2005-07-27" "2005-08-10" 14
"1365" 1911 43 "2005-08-10" "2005-08-25" 15
"1366" 1912 43 "2005-08-25" "2005-09-09" 15
"1367" 1913 43 "2005-09-09" "2005-09-21" 12
"1368" 1914 43 "2005-09-21" "2005-10-07" 16
"1369" 1915 43 "2005-10-07" "2005-10-19" 12
"1370" 1916 43 "2005-10-19" "2005-11-02" 14
"1371" 1917 43 "2005-11-02" "2005-11-16" 14
"1372" 1918 43 "2005-11-16" "2005-12-01" 15
"1373" 1919 43 "2005-12-01" "2006-05-02" 152
"1374" 670 44 "2003-07-17" "2003-07-29" 12
"1375" 671 44 "2003-07-29" "2003-08-18" 20
"1376" 672 44 "2003-08-18" "2003-08-29" 11
"1377" 673 44 "2003-08-29" "2003-10-01" 33
"1378" 674 44 "2003-10-01" "2004-05-05" 217
"1379" 675 44 "2004-05-05" "2004-06-03" 29
"1380" 676 44 "2004-06-03" "2004-06-16" 13
"1381" 1185 44 "2004-06-16" "2004-07-05" 19
"1382" 1186 44 "2004-07-05" "2004-07-25" 20
"1383" 1187 44 "2004-07-25" "2004-08-09" 15
"1384" 1188 44 "2004-08-09" "2004-08-23" 14
"1385" 1189 44 "2004-08-23" "2004-09-24" 32
"1386" 1190 44 "2004-09-24" "2004-10-21" 27
"1387" 1191 44 "2004-10-21" "2005-04-20" 181
"1388" 1920 44 "2005-04-20" "2005-07-11" 82
"1389" 1921 44 "2005-07-11" "2005-07-28" 17
"1390" 1922 44 "2005-07-28" "2005-08-05" 8
"1391" 1923 44 "2005-08-05" "2005-08-17" 12
"1392" 1924 44 "2005-08-17" "2005-10-21" 65
"1393" 1925 44 "2005-10-21" "2006-06-24" 246
"1394" 1926 44 "2006-06-24" "2006-07-05" 11
"1395" 290 45 "2003-07-18" "2003-08-05" 18
"1396" 291 45 "2003-08-05" "2003-08-23" 18
"1397" 292 45 "2003-08-23" "2003-09-07" 15
"1398" 293 45 "2003-09-07" "2003-09-21" 14
"1399" 294 45 "2003-09-21" "2003-10-04" 13
"1400" 295 45 "2003-10-04" "2003-10-25" 21
"1401" 296 45 "2003-10-25" "2003-11-08" 14
"1402" 297 45 "2003-11-08" "2003-11-18" 10
"1403" 298 45 "2003-11-18" "2003-12-17" 29
"1404" 299 45 "2003-12-17" "2004-01-13" 27
"1405" 677 45 "2004-01-13" "2004-04-04" 82
"1406" 678 45 "2004-04-04" "2004-05-03" 29
"1407" 679 45 "2004-05-03" "2004-05-16" 13
"1408" 680 45 "2004-05-16" "2004-06-12" 27
"1409" 681 45 "2004-06-12" "2004-06-19" 7
"1410" 682 45 "2004-06-19" "2004-07-06" 17
"1411" 1192 45 "2004-07-06" "2004-07-18" 12
"1412" 1193 45 "2004-07-18" "2004-08-03" 16
"1413" 1194 45 "2004-08-03" "2004-09-04" 32
"1414" 1195 45 "2004-09-04" "2004-10-03" 29
"1415" 1196 45 "2004-10-03" "2004-11-15" 43
"1416" 1197 45 "2004-11-15" "2005-01-15" 61
"1417" 1198 45 "2005-01-15" "2005-04-17" 92
"1418" 1927 45 "2005-04-17" "2005-05-15" 28
"1419" 1928 45 "2005-05-15" "2005-05-24" 9
"1420" 1929 45 "2005-05-24" "2005-06-10" 17
"1421" 1930 45 "2005-06-10" "2005-07-01" 21
"1422" 1931 45 "2005-07-01" "2005-07-09" 8
"1423" 1932 45 "2005-07-09" "2005-07-19" 10
"1424" 1933 45 "2005-07-19" "2005-07-28" 9
"1425" 1934 45 "2005-07-28" "2005-08-16" 19
"1426" 1935 45 "2005-08-16" "2005-09-11" 26
"1427" 1936 45 "2005-09-11" "2005-10-23" 42
"1428" 1937 45 "2005-10-23" "2005-11-13" 21
"1429" 1938 45 "2005-11-13" "2005-12-03" 20
"1430" 1939 45 "2005-12-03" "2006-02-03" 62
"1431" 1940 45 "2006-02-03" "2006-04-20" 76
"1432" 1941 45 "2006-04-20" "2006-05-16" 26
"1433" 1942 45 "2006-05-16" "2006-06-30" 45
"1434" 1943 45 "2006-06-30" "2006-07-05" 5
"1435" 683 46 "2003-07-19" "2003-08-03" 15
"1436" 684 46 "2003-08-03" "2003-08-05" 2
"1437" 685 46 "2003-08-05" "2003-08-18" 13
"1438" 686 46 "2003-08-18" "2003-09-09" 22
"1439" 687 46 "2003-09-09" "2003-09-16" 7
"1440" 688 46 "2003-09-16" "2003-09-29" 13
"1441" 689 46 "2003-09-29" "2003-10-15" 16
"1442" 690 46 "2003-10-15" "2003-11-04" 20
"1443" 691 46 "2003-11-04" "2004-06-04" 213
"1444" 692 46 "2004-06-04" "2004-06-28" 24
"1445" 1199 46 "2004-06-28" "2004-07-15" 17
"1446" 1200 46 "2004-07-15" "2004-07-26" 11
"1447" 1201 46 "2004-07-26" "2004-08-15" 20
"1448" 1202 46 "2004-08-15" "2004-08-30" 15
"1449" 1203 46 "2004-08-30" "2004-09-13" 14
"1450" 1204 46 "2004-09-13" "2004-10-04" 21
"1451" 1205 46 "2004-10-04" "2004-10-25" 21
"1452" 1206 46 "2004-10-25" "2004-12-20" 56
"1453" 1944 46 "2004-12-20" "2005-06-27" 189
"1454" 1945 46 "2005-06-27" "2005-07-17" 20
"1455" 1946 46 "2005-07-17" "2005-08-14" 28
"1456" 1947 46 "2005-08-14" "2005-09-05" 22
"1457" 1948 46 "2005-09-05" "2005-09-25" 20
"1458" 1949 46 "2005-09-25" "2005-10-13" 18
"1459" 1950 46 "2005-10-13" "2005-10-27" 14
"1460" 1951 46 "2005-10-27" "2006-01-02" 67
"1461" 693 47 "2003-07-20" "2003-08-06" 17
"1462" 694 47 "2003-08-06" "2003-08-13" 7
"1463" 695 47 "2003-08-13" "2003-09-02" 20
"1464" 696 47 "2003-09-02" "2003-09-14" 12
"1465" 5012 47 "2003-09-14" "2003-10-13" 29
"1466" 697 47 "2003-10-13" "2003-11-15" 33
"1467" 1358 47 "2003-11-15" "2004-05-17" 184
"1468" 698 47 "2004-05-17" "2004-06-01" 15
"1469" 699 47 "2004-06-01" "2004-06-18" 17
"1470" 998 47 "2004-06-18" "2004-07-20" 32
"1471" 999 47 "2004-07-20" "2004-10-18" 90
"1472" 1952 47 "2004-10-18" "2005-06-01" 226
"1473" 1953 47 "2005-06-01" "2005-06-15" 14
"1474" 1954 47 "2005-06-15" "2005-06-28" 13
"1475" 1955 47 "2005-06-28" "2005-07-15" 17
"1476" 1956 47 "2005-07-15" "2005-08-16" 32
"1477" 1957 47 "2005-08-16" "2005-08-31" 15
"1478" 1958 47 "2005-08-31" "2005-09-15" 15
"1479" 1959 47 "2005-09-15" "2005-10-10" 25
"1480" 1960 47 "2005-10-10" "2005-11-16" 37
"1481" 700 48 "2003-07-20" "2003-08-27" 38
"1482" 701 48 "2003-08-27" "2003-09-19" 23
"1483" 702 48 "2003-09-19" "2003-10-17" 28
"1484" 703 48 "2003-10-17" "2003-11-12" 26
"1485" 704 48 "2003-11-12" "2004-01-15" 64
"1486" 705 48 "2004-01-15" "2004-04-20" 96
"1487" 706 48 "2004-04-20" "2004-05-27" 37
"1488" 2109 48 "2004-05-27" "2004-06-13" 17
"1489" 707 48 "2004-06-13" "2004-06-30" 17
"1490" 1207 48 "2004-06-30" "2004-07-08" 8
"1491" 1208 48 "2004-07-08" "2004-07-29" 21
"1492" 1209 48 "2004-07-29" "2004-08-13" 15
"1493" 1210 48 "2004-08-13" "2004-09-01" 19
"1494" 1211 48 "2004-09-01" "2004-09-21" 20
"1495" 1212 48 "2004-09-21" "2004-10-19" 28
"1496" 1213 48 "2004-10-19" "2004-12-17" 59
"1497" 1214 48 "2004-12-17" "2005-01-24" 38
"1498" 1215 48 "2005-01-24" "2005-03-04" 39
"1499" 1216 48 "2005-03-04" "2005-04-22" 49
"1500" 1961 48 "2005-04-22" "2005-06-21" 60
"1501" 1962 48 "2005-06-21" "2005-07-08" 17
"1502" 1963 48 "2005-07-08" "2005-07-21" 13
