"Genus"	"Species"	"Author"	"Total"	"TrapID"	"EventID"	"Order"	"AnalysisTaxon"	"SciName"
"66811"	"Megaselia"	"fuscoterga"	"n. sp."	1	18	343	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"66911"	"Megaselia"	"fuscoterga"	"n. sp."	1	18	344	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"67011"	"Megaselia"	"fuscoterga"	"n. sp."	1	18	344	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"67116"	"Megaselia"	"fuscoterga"	"n. sp."	1	18	345	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"67215"	"Megaselia"	"fuscoterga"	"n. sp."	1	18	345	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"67313"	"Megaselia"	"fuscoterga"	"n. sp."	1	18	345	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"67412"	"Megaselia"	"fuscoterga"	"n. sp."	1	18	345	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"67512"	"Megaselia"	"fuscoterga"	"n. sp."	6	18	345	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"67612"	"Megaselia"	"fuscoterga"	"n. sp."	5	18	346	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"67711"	"Megaselia"	"fuscoterga"	"n. sp."	8	18	729	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"67811"	"Megaselia"	"fuscoterga"	"n. sp."	8	18	730	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"67911"	"Megaselia"	"fuscoterga"	"n. sp."	7	18	731	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"68010"	"Megaselia"	"fuscoterga"	"n. sp."	3	18	732	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"68116"	"Megaselia"	"fuscoterga"	"n. sp."	1	18	733	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"68215"	"Megaselia"	"fuscoterga"	"n. sp."	1	1008	1747	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"68313"	"Megaselia"	"fuscoterga"	"n. sp."	1	1008	1747	"Diptera"	"Phoridae"	"Megaselia fuscoterga"
"68412"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	44	1188	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"68512"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	1001	1329	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"68612"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	18	1001	1329	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"68711"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	10	396	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"68811"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	10	396	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"68911"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	10	396	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"69010"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	18	66	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"69116"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	9	18	66	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"69215"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	18	67	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"69313"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	18	67	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"69412"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	18	67	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"69512"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	18	68	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"69612"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	18	73	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"69711"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	3	18	336	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"69811"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	2	18	337	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"69911"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	18	338	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"70010"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	10	18	338	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"70116"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	9	18	339	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"70215"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	18	339	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"70313"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	18	339	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"70412"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	18	339	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"70512"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	19	18	340	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"70612"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	18	18	341	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"70711"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	2	18	341	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"70811"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	18	344	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"70911"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	18	730	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"71019"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	1008	1336	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"71120"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	2	1008	1336	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"71216"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	3	1008	1337	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"71315"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	1008	1736	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"71415"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	13	1008	1738	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"71515"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	1008	1738	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"71615"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	1008	1741	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"71714"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	1008	1741	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"71813"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	1008	1741	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"71912"	"Megaselia"	"fuscovariana"	"Schmitz, 1933"	1	1008	1741	"Diptera"	"Phoridae"	"Megaselia fuscovariana"
"72012"	"Megaselia"	"gargarans"	"Schmitz, 1948"	1	18	337	"Diptera"	"Phoridae"	"Megaselia gargarans"
"72116"	"Megaselia"	"gargarans"	"Schmitz, 1948"	1	18	338	"Diptera"	"Phoridae"	"Megaselia gargarans"
"72215"	"Megaselia"	"gartensis"	"Disney, 1985"	13	37	831	"Diptera"	"Phoridae"	"Megaselia gartensis"
"72314"	"Megaselia"	"gartensis"	"Disney, 1985"	1	9	1607	"Diptera"	"Phoridae"	"Megaselia gartensis"
"72412"	"Megaselia"	"gartensis"	"Disney, 1985"	2	9	1607	"Diptera"	"Phoridae"	"Megaselia gartensis"
"72512"	"Megaselia"	"gartensis"	"Disney, 1985"	1	18	337	"Diptera"	"Phoridae"	"Megaselia gartensis"
"72612"	"Megaselia"	"gigacorrelata"	"n. sp."	1	9	1610	"Diptera"	"Phoridae"	"Megaselia gigacorrelata"
"72712"	"Megaselia"	"gigalabella"	"n. sp."	1	28	488	"Diptera"	"Phoridae"	"Megaselia gigalabella"
"72812"	"Megaselia"	"gigalabella"	"n. sp."	1	28	488	"Diptera"	"Phoridae"	"Megaselia gigalabella"
"72911"	"Megaselia"	"gigalabella-costalis"	"n. sp."	1	37	831	"Diptera"	"Phoridae"	"Megaselia gigalabella-costalis"
"73011"	"Megaselia"	"gigalabella-costalis"	"n. sp."	1	37	831	"Diptera"	"Phoridae"	"Megaselia gigalabella-costalis"
"73116"	"Megaselia"	"gigalabella-costalis"	"n. sp."	1	37	831	"Diptera"	"Phoridae"	"Megaselia gigalabella-costalis"
"73215"	"Megaselia"	"giraudii"	"(Egger, 1862)"	21	13	1646	"Diptera"	"Phoridae"	"Megaselia giraudii"
"73313"	"Megaselia"	"giraudii"	"(Egger, 1862)"	36	20	233	"Diptera"	"Phoridae"	"Megaselia giraudii"
"73412"	"Megaselia"	"giraudii"	"(Egger, 1862)"	5	21	238	"Diptera"	"Phoridae"	"Megaselia giraudii"
"73512"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	21	240	"Diptera"	"Phoridae"	"Megaselia giraudii"
"73612"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	21	240	"Diptera"	"Phoridae"	"Megaselia giraudii"
"73711"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	21	240	"Diptera"	"Phoridae"	"Megaselia giraudii"
"73811"	"Megaselia"	"giraudii"	"(Egger, 1862)"	40	28	488	"Diptera"	"Phoridae"	"Megaselia giraudii"
"73911"	"Megaselia"	"giraudii"	"(Egger, 1862)"	2	31	515	"Diptera"	"Phoridae"	"Megaselia giraudii"
"74011"	"Megaselia"	"giraudii"	"(Egger, 1862)"	5	31	1061	"Diptera"	"Phoridae"	"Megaselia giraudii"
"74116"	"Megaselia"	"giraudii"	"(Egger, 1862)"	3	31	1062	"Diptera"	"Phoridae"	"Megaselia giraudii"
"74215"	"Megaselia"	"giraudii"	"(Egger, 1862)"	4	31	1063	"Diptera"	"Phoridae"	"Megaselia giraudii"
"74313"	"Megaselia"	"giraudii"	"(Egger, 1862)"	2	37	1111	"Diptera"	"Phoridae"	"Megaselia giraudii"
"74412"	"Megaselia"	"giraudii"	"(Egger, 1862)"	4	37	831	"Diptera"	"Phoridae"	"Megaselia giraudii"
"74512"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	44	1188	"Diptera"	"Phoridae"	"Megaselia giraudii"
"74612"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	44	1187	"Diptera"	"Phoridae"	"Megaselia giraudii"
"74711"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	1001	1329	"Diptera"	"Phoridae"	"Megaselia giraudii"
"74811"	"Megaselia"	"giraudii"	"(Egger, 1862)"	6	54	193	"Diptera"	"Phoridae"	"Megaselia giraudii"
"74911"	"Megaselia"	"giraudii"	"(Egger, 1862)"	2	57	751	"Diptera"	"Phoridae"	"Megaselia giraudii"
"75011"	"Megaselia"	"giraudii"	"(Egger, 1862)"	5	9	1607	"Diptera"	"Phoridae"	"Megaselia giraudii"
"75116"	"Megaselia"	"giraudii"	"(Egger, 1862)"	5	9	1610	"Diptera"	"Phoridae"	"Megaselia giraudii"
"75215"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	10	407	"Diptera"	"Phoridae"	"Megaselia giraudii"
"75313"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	10	407	"Diptera"	"Phoridae"	"Megaselia giraudii"
"75412"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	10	396	"Diptera"	"Phoridae"	"Megaselia giraudii"
"75512"	"Megaselia"	"giraudii"	"(Egger, 1862)"	2	10	401	"Diptera"	"Phoridae"	"Megaselia giraudii"
"75612"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	18	92	"Diptera"	"Phoridae"	"Megaselia giraudii"
"75711"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	18	93	"Diptera"	"Phoridae"	"Megaselia giraudii"
"75811"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	18	94	"Diptera"	"Phoridae"	"Megaselia giraudii"
"75911"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	18	96	"Diptera"	"Phoridae"	"Megaselia giraudii"
"76011"	"Megaselia"	"giraudii"	"(Egger, 1862)"	3	18	335	"Diptera"	"Phoridae"	"Megaselia giraudii"
"76116"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	18	338	"Diptera"	"Phoridae"	"Megaselia giraudii"
"76215"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	18	339	"Diptera"	"Phoridae"	"Megaselia giraudii"
"76313"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	18	340	"Diptera"	"Phoridae"	"Megaselia giraudii"
"76412"	"Megaselia"	"giraudii"	"(Egger, 1862)"	2	18	341	"Diptera"	"Phoridae"	"Megaselia giraudii"
"76512"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	18	343	"Diptera"	"Phoridae"	"Megaselia giraudii"
"76612"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	18	344	"Diptera"	"Phoridae"	"Megaselia giraudii"
"76711"	"Megaselia"	"giraudii"	"(Egger, 1862)"	2	1008	1031	"Diptera"	"Phoridae"	"Megaselia giraudii"
"76811"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	1008	1032	"Diptera"	"Phoridae"	"Megaselia giraudii"
"76911"	"Megaselia"	"giraudii"	"(Egger, 1862)"	8	1008	1337	"Diptera"	"Phoridae"	"Megaselia giraudii"
"77010"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	1008	1732	"Diptera"	"Phoridae"	"Megaselia giraudii"
"77116"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	1008	1734	"Diptera"	"Phoridae"	"Megaselia giraudii"
"77215"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	1008	1735	"Diptera"	"Phoridae"	"Megaselia giraudii"
"77313"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	1008	1735	"Diptera"	"Phoridae"	"Megaselia giraudii"
"77412"	"Megaselia"	"giraudii"	"(Egger, 1862)"	1	1008	1738	"Diptera"	"Phoridae"	"Megaselia giraudii"
"77512"	"Megaselia"	"giraudii"	"(Egger, 1862)"	4	1008	1747	"Diptera"	"Phoridae"	"Megaselia giraudii"
"77612"	"Megaselia"	"glabri-albiclava"	"n. sp."	1	1008	1337	"Diptera"	"Phoridae"	"Megaselia glabri-albiclava"
"77711"	"Megaselia"	"glabri-albiclava"	"n. sp."	1	1008	1733	"Diptera"	"Phoridae"	"Megaselia glabri-albiclava"
"77811"	"Megaselia"	"glabri-costalis"	"n. sp."	1	49	709	"Diptera"	"Phoridae"	"Megaselia glabri-costalis"
"77911"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	13	1646	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"78010"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	6	21	238	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"78116"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	21	240	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"78215"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	31	515	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"78313"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	4	31	1061	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"78412"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	3	31	1061	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"78512"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	3	31	1062	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"78612"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	31	1062	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"78711"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	4	31	1063	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"78811"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	37	1111	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"78911"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	37	1111	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"79010"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	5	37	831	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"79116"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	44	1188	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"79215"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	16	1001	1329	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"79313"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	4	1001	1329	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"79412"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	3	9	1607	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"79512"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	2	9	1610	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"79612"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	18	10	407	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"79711"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	9	10	396	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"79811"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	66	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"79911"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	68	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"80010"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	72	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"80116"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	73	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"80215"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	74	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"80313"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	75	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"80412"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	91	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"80512"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	93	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"80612"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	97	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"80711"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	331	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"80811"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	9	18	333	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"80911"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	5	18	333	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"81019"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	334	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"81120"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	7	18	335	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"81216"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	3	18	335	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"81315"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	336	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"81415"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	2	18	336	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"81515"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	2	18	337	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"81615"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	2	18	337	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"81714"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	2	18	338	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"81813"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	4	18	341	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"81912"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	341	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"82012"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	343	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"82116"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	344	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"82215"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	18	1026	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"82313"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	3	1008	1027	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"82412"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	1008	1027	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"82512"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	37	1008	1028	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"82611"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	1008	1028	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"82711"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	74	1008	1029	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"82811"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	1008	1029	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"82911"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	1008	1030	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"83011"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	30	1008	1031	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"83115"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	1008	1031	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"83214"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	10	1008	1032	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"83312"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	2	1008	1032	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"83412"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	9	1008	1336	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"83511"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	3	1008	1336	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"83611"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	24	1008	1337	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"83711"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	2	1008	1337	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"83811"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	16	1008	1733	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"83911"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	1008	1733	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"84011"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	21	1008	1736	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"84115"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	1008	1736	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"84214"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	2	1008	1745	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"84312"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	1008	1745	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"84412"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	7	1008	1732	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"84511"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	1008	1732	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"84611"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	3	1008	1734	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"84711"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	1	1008	1735	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"84810"	"Megaselia"	"glabrifrons"	"(Wood, 1909)"	2	1008	1741	"Diptera"	"Phoridae"	"Megaselia glabrifrons"
"8499"	"Megaselia"	"globifuscinula"	"n. sp."	1	37	831	"Diptera"	"Phoridae"	"Megaselia globifuscinula"
"8509"	"Megaselia"	"globifuscinula"	"n. sp."	1	57	751	"Diptera"	"Phoridae"	"Megaselia globifuscinula"
"85115"	"Megaselia"	"globifuscinula"	"n. sp."	1	18	342	"Diptera"	"Phoridae"	"Megaselia globifuscinula"
"85214"	"Megaselia"	"globipalpus"	"n. sp."	1	44	1188	"Diptera"	"Phoridae"	"Megaselia globipalpus"
"85312"	"Megaselia"	"globipyga"	"n. sp."	1	28	488	"Diptera"	"Phoridae"	"Megaselia globipyga"
"85412"	"Megaselia"	"globipyga"	"n. sp."	13	28	488	"Diptera"	"Phoridae"	"Megaselia globipyga"
"85511"	"Megaselia"	"gotlandica"	"n. sp."	1	28	488	"Diptera"	"Phoridae"	"Megaselia gotlandica"
"85611"	"Megaselia"	"gracilitumida"	"n. sp."	1	21	240	"Diptera"	"Phoridae"	"Megaselia gracilitumida"
"85711"	"Megaselia"	"gracilitumida"	"n. sp."	1	21	240	"Diptera"	"Phoridae"	"Megaselia gracilitumida"
"85810"	"Megaselia"	"gracilitumida"	"n. sp."	1	9	1610	"Diptera"	"Phoridae"	"Megaselia gracilitumida"
"8599"	"Megaselia"	"gracilitumida"	"n. sp."	1	10	396	"Diptera"	"Phoridae"	"Megaselia gracilitumida"
"8609"	"Megaselia"	"gracilitumida"	"n. sp."	1	10	401	"Diptera"	"Phoridae"	"Megaselia gracilitumida"
"86115"	"Megaselia"	"gracilitumida"	"n. sp."	2	1008	1027	"Diptera"	"Phoridae"	"Megaselia gracilitumida"
"86214"	"Megaselia"	"gracilitumida"	"n. sp."	1	1008	1027	"Diptera"	"Phoridae"	"Megaselia gracilitumida"
"86312"	"Megaselia"	"gracilitumida"	"n. sp."	1	1008	1029	"Diptera"	"Phoridae"	"Megaselia gracilitumida"
"86412"	"Megaselia"	"gracilitumida"	"n. sp."	1	1008	1029	"Diptera"	"Phoridae"	"Megaselia gracilitumida"
"86511"	"Megaselia"	"grandi-maura"	"n. sp."	1	49	709	"Diptera"	"Phoridae"	"Megaselia grandi-maura"
"86611"	"Megaselia"	"grandicostalis"	"n. sp."	1	57	203	"Diptera"	"Phoridae"	"Megaselia grandicostalis"
"86711"	"Megaselia"	"grandicostalis"	"n. sp."	1	18	730	"Diptera"	"Phoridae"	"Megaselia grandicostalis"
"86810"	"Megaselia"	"grandipes"	"n. sp."	1	10	396	"Diptera"	"Phoridae"	"Megaselia grandipes"
"8699"	"Megaselia"	"gratiosa"	"Schmitz, 1939"	1	37	831	"Diptera"	"Phoridae"	"Megaselia gratiosa"
"8709"	"Megaselia"	"gratiosa"	"Schmitz, 1939"	1	49	709	"Diptera"	"Phoridae"	"Megaselia gratiosa"
"87115"	"Megaselia"	"gratiosa"	"Schmitz, 1939"	24	57	751	"Diptera"	"Phoridae"	"Megaselia gratiosa"
"87214"	"Megaselia"	"gratiosa"	"Schmitz, 1939"	2	57	751	"Diptera"	"Phoridae"	"Megaselia gratiosa"
"87312"	"Megaselia"	"gratiosa"	"Schmitz, 1939"	1	57	203	"Diptera"	"Phoridae"	"Megaselia gratiosa"
